YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_PAR_TOT,T2M,WS10M,WD10M,Updated_T_C,Power_Output_kW
2022,2,20,18,0.0,0.0,24.72,3.07,287.0,24.72,0.0
2022,2,20,19,0.0,0.0,23.68,3.11,285.7,23.68,0.0
2022,2,20,20,0.0,0.0,22.63,3.23,284.9,22.63,0.0
2022,2,20,21,0.0,0.0,21.62,3.36,283.4,21.62,0.0
2022,2,20,22,0.0,0.0,20.66,3.45,280.7,20.66,0.0
2022,2,20,23,0.0,0.0,19.73,3.53,278.2,19.73,0.0
2022,2,21,0,0.0,0.0,18.78,3.61,278.9,18.78,0.0
2022,2,21,1,0.0,0.0,17.84,3.68,282.6,17.84,0.0
2022,2,21,2,0.0,0.0,16.92,3.49,288.5,16.92,0.0
2022,2,21,3,0.0,0.0,16.09,3.12,293.6,16.09,0.0
2022,2,21,4,0.0,0.0,15.57,2.7,295.4,15.57,0.0
2022,2,21,5,0.0,0.0,15.25,2.34,296.1,15.25,0.0
2022,2,21,6,0.0,0.0,15.07,1.99,293.7,15.07,0.0
2022,2,21,7,115.0,48.5,17.23,1.91,282.4,19.96771875,55773.6863058375
2022,2,21,8,325.38,140.58,19.93,1.79,253.5,27.700481125,152086.4184200655
2022,2,21,9,545.58,238.5,24.39,2.66,255.7,37.12247325,243326.02488245617
2022,2,21,10,723.58,316.85,29.01,3.37,250.1,45.57545962500001,308810.3097658421
2022,2,21,11,835.38,366.5,32.43,4.14,243.0,51.15295424999999,345933.60545754054
2022,2,21,12,893.22,395.13,34.04,4.69,241.0,53.752248875,364607.9273753406
2022,2,21,13,846.65,374.38,34.98,5.1,242.2,53.447553125,346184.66439565754
2022,2,21,14,716.7,316.86,35.33,5.27,244.4,50.886869375,297221.30274937366
2022,2,21,15,528.42,233.03,35.11,5.24,246.6,46.589924499999995,224301.20527163267
2022,2,21,16,303.45,132.43,34.18,4.85,247.3,40.8464171875,132768.61804941014
2022,2,21,17,89.55,38.08,29.72,3.05,242.5,31.7880453125,41024.69090779145
2022,2,21,18,0.0,0.0,26.42,3.44,233.3,26.42,0.0
2022,2,21,19,0.0,0.0,25.57,4.05,228.5,25.57,0.0
2022,2,21,20,0.0,0.0,25.07,5.22,231.5,25.07,0.0
2022,2,21,21,0.0,0.0,24.38,6.67,237.7,24.38,0.0
2022,2,21,22,0.0,0.0,22.76,6.44,243.6,22.76,0.0
2022,2,21,23,0.0,0.0,21.34,5.64,248.3,21.34,0.0
2022,2,22,0,0.0,0.0,20.19,5.01,249.8,20.19,0.0
2022,2,22,1,0.0,0.0,19.08,4.5,249.7,19.08,0.0
2022,2,22,2,0.0,0.0,17.95,3.93,248.1,17.95,0.0
2022,2,22,3,0.0,0.0,16.91,3.47,243.8,16.91,0.0
2022,2,22,4,0.0,0.0,16.12,3.2,237.3,16.12,0.0
2022,2,22,5,0.0,0.0,15.61,3.1,231.8,15.61,0.0
2022,2,22,6,0.0,0.0,15.47,3.08,229.3,15.47,0.0
2022,2,22,7,112.53,48.47,18.46,4.43,226.2,20.961682562500002,54321.52329787723
2022,2,22,8,333.33,147.5,21.99,5.22,239.4,29.235760874999997,154639.10229374297
2022,2,22,9,572.33,255.17,25.49,5.32,242.1,37.89525275,254251.0634518355
2022,2,22,10,747.4,334.05,28.96,5.5,243.9,45.0758125,319825.072490847
2022,2,22,11,860.28,383.5,32.23,6.07,253.4,50.47331275,357573.7829001287
2022,2,22,12,894.0,399.26,34.17,6.41,260.0,52.9384125,366580.11454079405
2022,2,22,13,851.22,379.42,35.12,6.64,262.0,52.867937,349174.75498795946
2022,2,22,14,729.35,325.65,35.38,6.79,261.0,50.5185709375,303077.94086295867
2022,2,22,15,547.5,244.05,34.97,6.85,259.3,46.313515624999994,232744.18072795312
2022,2,22,16,324.0,143.28,33.9,6.64,257.2,40.6554,141900.546465216
2022,2,22,17,102.0,43.73,30.67,4.42,254.4,32.938225,46461.621898692
2022,2,22,18,0.0,0.0,27.37,4.25,250.3,27.37,0.0
2022,2,22,19,0.0,0.0,26.79,5.23,248.9,26.79,0.0
2022,2,22,20,0.0,0.0,26.06,6.4,249.6,26.06,0.0
2022,2,22,21,0.0,0.0,24.61,6.36,250.5,24.61,0.0
2022,2,22,22,0.0,0.0,23.1,5.9,252.4,23.1,0.0
2022,2,22,23,0.0,0.0,21.72,5.27,256.3,21.72,0.0
2022,2,23,0,0.0,0.0,20.45,4.75,262.1,20.45,0.0
2022,2,23,1,0.0,0.0,19.31,4.33,267.5,19.31,0.0
2022,2,23,2,0.0,0.0,18.2,3.61,269.7,18.2,0.0
2022,2,23,3,0.0,0.0,17.26,3.01,268.7,17.26,0.0
2022,2,23,4,0.0,0.0,16.7,2.76,265.2,16.7,0.0
2022,2,23,5,0.0,0.0,16.41,2.69,260.8,16.41,0.0
2022,2,23,6,0.0,0.0,16.38,2.56,255.7,16.38,0.0
2022,2,23,7,116.7,49.81,19.44,2.96,251.9,22.141605000000002,56021.51362813236
2022,2,23,8,316.45,137.43,22.34,3.37,265.7,29.5847271875,146557.08715080825
2022,2,23,9,530.45,233.43,25.39,2.77,258.8,37.7329084375,235842.09601218163
2022,2,23,10,718.53,316.88,29.04,3.22,240.2,45.557208375,306684.87372888817
2022,2,23,11,826.97,365.81,31.33,4.15,239.9,49.8592965625,344882.7315811463
2022,2,23,12,883.6,392.05,32.78,4.87,246.0,52.1805425,363837.7980575369
2022,2,23,13,841.05,372.33,33.58,5.34,252.6,51.799245625,347046.0298434828
2022,2,23,14,717.67,317.07,33.8,5.29,258.5,49.368953562499996,300099.73447435163
2022,2,23,15,531.58,233.75,33.42,4.95,264.7,45.064924375000004,227485.2086446764
2022,2,23,16,305.7,132.95,32.37,4.43,271.2,39.166093124999996,134920.66555593893
2022,2,23,17,93.68,40.09,28.5,2.68,282.3,30.685086,43151.590956066706
2022,2,23,18,0.0,0.0,25.91,2.63,297.0,25.91,0.0
2022,2,23,19,0.0,0.0,25.34,2.39,313.0,25.34,0.0
2022,2,23,20,0.0,0.0,24.52,2.37,322.5,24.52,0.0
2022,2,23,21,0.0,0.0,23.66,2.36,325.2,23.66,0.0
2022,2,23,22,0.0,0.0,22.73,2.35,325.8,22.73,0.0
2022,2,23,23,0.0,0.0,21.59,2.42,326.3,21.59,0.0
2022,2,24,0,0.0,0.0,20.3,2.57,328.0,20.3,0.0
2022,2,24,1,0.0,0.0,19.08,2.75,331.8,19.08,0.0
2022,2,24,2,0.0,0.0,18.07,2.81,337.0,18.07,0.0
2022,2,24,3,0.0,0.0,17.17,2.81,342.6,17.17,0.0
2022,2,24,4,0.0,0.0,16.36,2.82,346.7,16.36,0.0
2022,2,24,5,0.0,0.0,15.63,2.81,349.5,15.63,0.0
2022,2,24,6,0.0,0.0,15.17,2.7,352.8,15.17,0.0
2022,2,24,7,94.6,40.71,17.98,2.93,354.1,20.17176375,45836.043632291214
2022,2,24,8,271.3,117.27,20.77,2.15,350.9,27.187940625,127124.86506974677
2022,2,24,9,490.25,212.25,25.23,1.72,345.9,36.95923125,218831.0241570049
2022,2,24,10,684.53,296.03,30.21,2.08,353.7,46.433361000000005,290809.6418589407
2022,2,24,11,815.55,352.53,32.54,1.79,352.3,52.0163534375,336121.3870170667
2022,2,24,12,904.25,395.74,33.78,1.62,344.2,55.470696875,365578.2262282198
2022,2,24,13,857.58,375.73,34.45,1.6,335.7,55.03192,347565.37761250907
2022,2,24,14,733.45,321.28,34.66,1.7,332.2,52.216959374999995,301950.18917462724
2022,2,24,15,545.35,238.35,34.35,1.8,331.9,47.37023125,230520.3009592733
2022,2,24,16,317.05,137.42,33.4,1.85,331.2,40.9596609375,138637.42123254726
2022,2,24,17,98.53,41.81,30.14,1.61,325.9,32.5041041875,44978.24258136856
2022,2,24,18,0.0,0.0,27.7,1.95,322.1,27.7,0.0
2022,2,24,19,0.0,0.0,26.62,2.07,321.9,26.62,0.0
2022,2,24,20,0.0,0.0,25.77,2.08,321.0,25.77,0.0
2022,2,24,21,0.0,0.0,24.98,2.08,318.7,24.98,0.0
2022,2,24,22,0.0,0.0,24.1,2.1,314.4,24.1,0.0
2022,2,24,23,0.0,0.0,22.97,2.21,308.4,22.97,0.0
2022,2,25,0,0.0,0.0,21.65,2.41,302.6,21.65,0.0
2022,2,25,1,0.0,0.0,20.4,2.62,298.7,20.4,0.0
2022,2,25,2,0.0,0.0,19.22,2.69,298.7,19.22,0.0
2022,2,25,3,0.0,0.0,18.17,2.61,301.9,18.17,0.0
2022,2,25,4,0.0,0.0,17.36,2.43,307.8,17.36,0.0
2022,2,25,5,0.0,0.0,16.78,2.19,315.4,16.78,0.0
2022,2,25,6,0.0,0.0,16.51,1.84,323.6,16.51,0.0
2022,2,25,7,118.38,50.57,18.64,1.56,331.6,21.4840795,57004.92159074643
2022,2,25,8,330.33,143.35,21.33,1.03,332.9,29.3756000625,153142.33773958974
2022,2,25,9,554.9,243.08,25.44,1.59,333.9,38.761068125,245415.9235944073
2022,2,25,10,735.5,322.3,30.15,1.03,261.6,48.064021874999995,309737.11073003744
2022,2,25,11,844.47,371.41,32.88,2.52,225.8,52.66170975,346801.7269145787
2022,2,25,12,892.55,393.68,34.05,3.39,231.7,54.4726596875,362872.8659426343
2022,2,25,13,846.65,372.62,34.61,3.84,238.1,53.74428999999999,345613.6033847944
2022,2,25,14,717.22,315.25,34.67,3.9,242.6,50.85227625,297493.3470920043
2022,2,25,15,528.05,231.17,34.22,3.65,245.4,46.2166359375,224592.1997709664
2022,2,25,16,304.23,131.67,33.2,3.3,247.7,40.178275625000005,133571.92971114427
2022,2,25,17,93.25,39.55,29.58,2.18,252.4,31.784196875,42720.55248186206
2022,2,25,18,0.0,0.0,27.32,2.16,258.8,27.32,0.0
2022,2,25,19,0.0,0.0,26.6,2.07,261.7,26.6,0.0
2022,2,25,20,0.0,0.0,25.33,2.35,261.2,25.33,0.0
2022,2,25,21,0.0,0.0,23.56,2.91,260.3,23.56,0.0
2022,2,25,22,0.0,0.0,22.02,3.45,261.0,22.02,0.0
2022,2,25,23,0.0,0.0,20.72,3.85,263.3,20.72,0.0
2022,2,26,0,0.0,0.0,19.6,4.05,266.6,19.6,0.0
2022,2,26,1,0.0,0.0,18.57,3.97,271.4,18.57,0.0
2022,2,26,2,0.0,0.0,17.62,3.72,277.0,17.62,0.0
2022,2,26,3,0.0,0.0,16.81,3.42,283.2,16.81,0.0
2022,2,26,4,0.0,0.0,16.05,2.99,288.5,16.05,0.0
2022,2,26,5,0.0,0.0,15.36,2.6,292.4,15.36,0.0
2022,2,26,6,3.3,1.3,14.97,2.22,294.3,15.04792125,1637.36586117027
2022,2,26,7,118.32,50.38,17.14,2.3,291.4,19.927915000000002,57394.55344309948
2022,2,26,8,320.7,138.25,19.98,1.33,277.3,27.730918125000002,149876.7441965536
2022,2,26,9,539.65,235.11,24.37,1.25,282.0,37.4396484375,240292.212054907
2022,2,26,10,719.6,314.6,29.11,1.21,242.0,46.5558025,305508.1939340139
2022,2,26,11,838.33,365.97,32.51,1.93,228.6,52.4570144375,344670.2483283094
2022,2,26,12,903.28,398.78,33.71,2.28,239.4,55.004826,366142.5881614774
2022,2,26,13,860.55,379.45,34.32,2.55,253.1,54.4622484375,349883.39211994386
2022,2,26,14,743.9,326.75,34.37,2.72,265.4,51.70287,307121.5761003113
2022,2,26,15,551.55,242.18,33.91,2.71,274.9,46.7645621875,233900.375094255
2022,2,26,16,321.9,140.1,32.9,2.51,281.5,40.442519374999996,141136.5836610957
2022,2,26,17,102.25,43.42,29.78,1.75,284.9,32.2244140625,46741.401176121086
2022,2,26,18,0.0,0.0,27.62,1.81,288.3,27.62,0.0
2022,2,26,19,0.0,0.0,26.66,1.88,294.2,26.66,0.0
2022,2,26,20,0.0,0.0,25.26,2.17,303.0,25.26,0.0
2022,2,26,21,0.0,0.0,23.59,2.62,315.6,23.59,0.0
2022,2,26,22,0.0,0.0,22.05,3.15,331.2,22.05,0.0
2022,2,26,23,0.0,0.0,20.96,3.84,348.0,20.96,0.0
2022,2,27,0,0.0,0.0,20.0,4.36,359.9,20.0,0.0
2022,2,27,1,0.0,0.0,19.1,4.63,10.5,19.1,0.0
2022,2,27,2,0.0,0.0,18.27,4.74,19.5,18.27,0.0
2022,2,27,3,0.0,0.0,17.6,4.84,25.3,17.6,0.0
2022,2,27,4,0.0,0.0,17.04,4.79,28.7,17.04,0.0
2022,2,27,5,0.0,0.0,16.58,4.75,30.2,16.58,0.0
2022,2,27,6,3.7,1.42,16.3,4.86,30.8,16.38126125,1824.62073033471
2022,2,27,7,121.72,51.4,17.86,5.8,30.1,20.461765,58896.119576385165
2022,2,27,8,333.85,143.65,21.14,5.36,28.5,28.3678525,155538.9577983526
2022,2,27,9,554.53,241.35,25.77,6.2,34.8,37.48444625,246861.42562770544
2022,2,27,10,736.12,321.51,29.74,5.99,38.9,45.387150749999996,314477.229575289
2022,2,27,11,848.9,371.45,32.01,5.03,31.4,50.563770625,352669.1610162671
2022,2,27,12,895.95,393.98,33.23,4.55,20.3,53.0808921875,367089.5378541829
2022,2,27,13,853.83,375.52,33.8,4.56,9.7,52.7123345,350547.38194227254
2022,2,27,14,731.7,321.97,33.73,4.76,1.6,49.8456925,305173.5924675577
2022,2,27,15,544.12,239.15,33.13,5.0,357.4,45.032625,232891.5446911284
2022,2,27,16,317.12,138.2,31.95,5.14,355.9,38.859252,140182.06065325273
2022,2,27,17,101.65,43.2,28.74,3.62,353.7,31.051266875,46738.18496101005
2022,2,27,18,0.0,0.0,25.1,3.71,353.5,25.1,0.0
2022,2,27,19,0.0,0.0,24.14,3.94,357.2,24.14,0.0
2022,2,27,20,0.0,0.0,23.21,4.01,1.7,23.21,0.0
2022,2,27,21,0.0,0.0,22.34,4.1,5.7,22.34,0.0
2022,2,27,22,0.0,0.0,21.49,4.26,9.5,21.49,0.0
2022,2,27,23,0.0,0.0,20.6,4.48,13.4,20.6,0.0
2022,2,28,0,0.0,0.0,19.63,4.63,18.0,19.63,0.0
2022,2,28,1,0.0,0.0,18.59,4.59,22.9,18.59,0.0
2022,2,28,2,0.0,0.0,17.62,4.4,29.1,17.62,0.0
2022,2,28,3,0.0,0.0,16.78,4.06,36.1,16.78,0.0
2022,2,28,4,0.0,0.0,16.08,3.69,42.5,16.08,0.0
2022,2,28,5,0.0,0.0,15.55,3.39,47.3,15.55,0.0
2022,2,28,6,4.15,1.6,15.31,3.16,51.4,15.405553750000001,2055.738024432015
2022,2,28,7,126.03,54.08,17.82,4.16,53.6,20.643072,60929.64102840975
2022,2,28,8,335.8,146.67,20.98,3.1,48.4,28.7243875,156175.3140639846
2022,2,28,9,551.12,243.59,26.33,3.42,78.0,38.929981,243532.5407807743
2022,2,28,10,723.25,320.62,30.19,2.63,92.2,47.0824078125,306192.0850592041
2022,2,28,11,832.4,369.47,31.99,1.43,77.9,52.0560425,342990.86379888793
2022,2,28,12,867.33,385.15,33.19,1.07,26.6,54.293223062500005,352973.2416204055
2022,2,28,13,824.6,365.9,33.9,1.6,352.5,53.6904,336713.51364752644
2022,2,28,14,707.45,312.89,34.07,2.22,345.4,50.774663125000004,293565.6873512361
2022,2,28,15,526.05,231.68,33.74,2.67,344.1,46.0134040625,223984.5632922631
2022,2,28,16,306.23,133.03,32.81,2.95,343.3,39.9011384375,134642.93578026944
2022,2,28,17,100.88,42.87,29.52,2.34,342.3,31.894463,46190.79415889178
2022,2,28,18,0.0,0.0,26.04,3.02,344.0,26.04,0.0
2022,2,28,19,0.0,0.0,24.97,3.28,347.9,24.97,0.0
2022,2,28,20,0.0,0.0,24.1,3.38,352.7,24.1,0.0
2022,2,28,21,0.0,0.0,23.24,3.38,357.0,23.24,0.0
2022,2,28,22,0.0,0.0,22.43,3.37,1.7,22.43,0.0
2022,2,28,23,0.0,0.0,21.67,3.37,8.0,21.67,0.0
2022,3,1,0,0.0,0.0,20.92,3.37,15.6,20.92,0.0
2022,3,1,1,0.0,0.0,20.18,3.36,22.8,20.18,0.0
2022,3,1,2,0.0,0.0,19.43,3.29,30.7,19.43,0.0
2022,3,1,3,0.0,0.0,18.7,3.19,40.4,18.7,0.0
2022,3,1,4,0.0,0.0,18.07,3.07,51.3,18.07,0.0
2022,3,1,5,0.0,0.0,17.64,2.88,62.5,17.64,0.0
2022,3,1,6,4.32,1.67,17.65,2.6,74.4,17.75098,2116.917989657856
2022,3,1,7,117.18,50.07,21.03,2.36,86.4,23.786659500000003,55813.76809921226
2022,3,1,8,319.48,137.98,24.16,1.83,91.6,31.78159475,146365.0221530151
2022,3,1,9,539.92,236.27,29.03,0.89,32.6,42.2276695,234536.2905191992
2022,3,1,10,719.97,316.92,32.49,1.73,339.1,49.7107824375,300502.08878145815
2022,3,1,11,834.42,367.3,34.09,2.19,331.7,53.808387625,340499.5853831426
2022,3,1,12,899.6,400.42,35.12,2.54,327.9,56.181884999999994,362244.0263763922
2022,3,1,13,855.7,380.12,35.7,2.82,326.1,55.584328750000005,345728.9821764401
2022,3,1,14,731.0,324.5,35.71,2.94,326.8,52.6417875,300235.670390271
2022,3,1,15,545.08,241.13,35.21,2.92,328.9,47.842229,229821.3716836263
2022,3,1,16,321.0,140.43,34.15,2.85,330.4,41.603218749999996,139895.08050845252
2022,3,1,17,106.18,45.23,30.69,2.15,332.2,33.201820625,48302.01821459068
2022,3,1,18,0.0,0.0,27.55,2.51,336.0,27.55,0.0
2022,3,1,19,0.0,0.0,26.57,2.56,341.3,26.57,0.0
2022,3,1,20,0.0,0.0,25.73,2.56,344.4,25.73,0.0
2022,3,1,21,0.0,0.0,24.97,2.52,346.2,24.97,0.0
2022,3,1,22,0.0,0.0,24.37,2.39,349.2,24.37,0.0
2022,3,1,23,0.0,0.0,23.78,2.21,351.4,23.78,0.0
2022,3,2,0,0.0,0.0,22.92,2.12,348.3,22.92,0.0
2022,3,2,1,0.0,0.0,21.71,2.19,340.6,21.71,0.0
2022,3,2,2,0.0,0.0,20.62,2.33,334.9,20.62,0.0
2022,3,2,3,0.0,0.0,19.84,2.36,331.9,19.84,0.0
2022,3,2,4,0.0,0.0,19.29,2.28,329.2,19.29,0.0
2022,3,2,5,0.0,0.0,18.79,2.06,326.5,18.79,0.0
2022,3,2,6,4.97,1.95,18.71,1.69,323.4,18.8290004375,2423.2573363623587
2022,3,2,7,125.4,53.43,20.67,1.45,319.7,23.691356250000002,59756.1847885233
2022,3,2,8,347.92,151.68,23.31,1.14,311.8,31.760106999999998,159411.3795013718
2022,3,2,9,566.55,249.6,28.35,1.76,308.3,41.890545,246538.26383932747
2022,3,2,10,740.72,327.45,31.9,1.92,266.4,49.529135999999994,309468.5884936031
2022,3,2,11,849.15,376.25,33.62,2.78,254.4,53.373351875,347350.10301512654
2022,3,2,12,901.3,401.2,34.67,3.48,257.4,55.2421725,364853.74983042676
2022,3,2,13,852.25,378.7,35.17,4.0,264.4,54.345625000000005,346734.69146373746
2022,3,2,14,728.15,322.65,35.15,4.13,271.9,51.4742128125,300997.5902230117
2022,3,2,15,541.38,238.8,34.67,4.03,279.4,46.840899125,229493.56040503242
2022,3,2,16,315.38,137.59,33.7,3.84,285.4,40.827588000000006,138001.85454089273
2022,3,2,17,107.25,46.15,30.85,2.49,292.1,33.3643421875,48749.14855175991
2022,3,2,18,0.0,0.0,27.56,2.71,303.9,27.56,0.0
2022,3,2,19,0.0,0.0,26.53,2.9,315.6,26.53,0.0
2022,3,2,20,0.0,0.0,25.69,3.09,323.9,25.69,0.0
2022,3,2,21,0.0,0.0,24.97,3.24,330.4,24.97,0.0
2022,3,2,22,0.0,0.0,24.25,3.4,337.5,24.25,0.0
2022,3,2,23,0.0,0.0,23.48,3.55,344.8,23.48,0.0
2022,3,3,0,0.0,0.0,22.62,3.7,351.9,22.62,0.0
2022,3,3,1,0.0,0.0,21.71,3.93,358.3,21.71,0.0
2022,3,3,2,0.0,0.0,20.79,4.33,4.1,20.79,0.0
2022,3,3,3,0.0,0.0,19.96,4.8,8.3,19.96,0.0
2022,3,3,4,0.0,0.0,19.21,5.05,11.8,19.21,0.0
2022,3,3,5,0.0,0.0,18.58,5.11,15.7,18.58,0.0
2022,3,3,6,5.5,2.15,18.16,5.2,19.4,18.279625,2688.5412465449995
2022,3,3,7,133.55,57.0,19.4,5.85,22.0,22.2504578125,64077.265877381
2022,3,3,8,361.27,157.0,22.61,5.8,22.8,30.33214625,166700.75045286963
2022,3,3,9,589.03,258.05,26.67,6.22,18.3,39.105895875,260048.931187364
2022,3,3,10,770.88,338.37,29.7,5.92,10.0,46.119744,328043.34106549126
2022,3,3,11,886.08,388.45,31.36,5.24,359.9,50.610088000000005,368022.02655686316
2022,3,3,12,937.22,413.13,32.29,5.01,351.3,52.785829875,384627.3065068888
2022,3,3,13,892.12,394.0,32.75,4.98,347.1,52.276276499999994,367151.92575017625
2022,3,3,14,773.97,341.8,32.72,4.89,347.4,49.7038041875,323052.9611375974
2022,3,3,15,591.3,260.58,32.24,4.78,349.3,45.25599125,252785.07929111284
2022,3,3,16,362.5,158.33,31.24,4.63,351.3,39.253515625,159917.30595585937
2022,3,3,17,131.02,55.52,28.46,3.11,352.4,31.480829875,60114.44107067105
2022,3,3,18,0.0,0.0,24.76,3.2,354.3,24.76,0.0
2022,3,3,19,0.0,0.0,23.73,3.36,356.4,23.73,0.0
2022,3,3,20,0.0,0.0,22.91,3.49,356.7,22.91,0.0
2022,3,3,21,0.0,0.0,22.16,3.61,357.3,22.16,0.0
2022,3,3,22,0.0,0.0,21.4,3.73,359.5,21.4,0.0
2022,3,3,23,0.0,0.0,20.62,3.81,3.2,20.62,0.0
2022,3,4,0,0.0,0.0,19.76,3.77,8.8,19.76,0.0
2022,3,4,1,0.0,0.0,18.86,3.63,16.6,18.86,0.0
2022,3,4,2,0.0,0.0,18.02,3.52,27.0,18.02,0.0
2022,3,4,3,0.0,0.0,17.32,3.51,36.9,17.32,0.0
2022,3,4,4,0.0,0.0,16.72,3.52,44.1,16.72,0.0
2022,3,4,5,0.0,0.0,16.22,3.55,47.6,16.22,0.0
2022,3,4,6,6.7,2.6,16.15,3.65,49.3,16.302215625,3305.2467590315255
2022,3,4,7,154.45,65.0,19.03,5.23,49.3,22.386391562500002,74057.35970094257
2022,3,4,8,398.25,172.94,22.58,4.57,43.9,31.398748437499997,182798.89611015967
2022,3,4,9,625.42,274.08,27.91,5.24,35.3,41.497249499999995,272715.07395646354
2022,3,4,10,803.12,352.1,30.16,5.33,25.5,47.5626065,339128.8989309063
2022,3,4,11,912.08,400.23,31.46,5.4,20.1,51.183730000000004,377631.5236037985
2022,3,4,12,949.5,417.05,32.38,5.59,15.6,52.800184375,389635.9359283834
2022,3,4,13,906.15,397.72,32.86,5.75,12.3,52.257273437500004,372965.1121992541
2022,3,4,14,786.25,344.85,32.89,5.71,12.7,49.7403203125,328113.338746643
2022,3,4,15,601.7,263.07,32.49,5.55,14.6,45.445353125000004,256972.1674403557
2022,3,4,16,370.83,160.44,31.51,5.37,15.4,39.5361518125,163353.85808787437
2022,3,4,17,135.48,56.45,28.41,3.54,14.4,31.4972505,62155.716227737066
2022,3,4,18,0.0,0.0,24.21,3.46,12.9,24.21,0.0
2022,3,4,19,0.0,0.0,23.11,3.56,16.0,23.11,0.0
2022,3,4,20,0.0,0.0,22.19,3.59,21.1,22.19,0.0
2022,3,4,21,0.0,0.0,21.34,3.59,26.9,21.34,0.0
2022,3,4,22,0.0,0.0,20.49,3.59,32.9,20.49,0.0
2022,3,4,23,0.0,0.0,19.67,3.59,36.6,19.67,0.0
2022,3,5,0,0.0,0.0,18.87,3.61,37.1,18.87,0.0
2022,3,5,1,0.0,0.0,18.12,3.66,37.7,18.12,0.0
2022,3,5,2,0.0,0.0,17.43,3.7,41.7,17.43,0.0
2022,3,5,3,0.0,0.0,16.81,3.66,48.8,16.81,0.0
2022,3,5,4,0.0,0.0,16.24,3.53,57.6,16.24,0.0
2022,3,5,5,0.0,0.0,15.69,3.37,67.1,15.69,0.0
2022,3,5,6,7.43,2.85,15.48,3.13,75.6,15.6512150625,3676.3652045095087
2022,3,5,7,158.43,66.35,18.79,3.79,82.4,22.3754689375,75969.6666611933
2022,3,5,8,397.45,171.97,22.0,2.35,84.9,31.3524953125,182473.47778561004
2022,3,5,9,621.97,271.53,27.97,2.64,89.3,42.492999499999996,269802.94349170296
2022,3,5,10,799.33,349.53,31.66,1.88,82.0,50.70403725,331820.8232596447
2022,3,5,11,912.12,398.7,33.2,0.92,38.9,55.478531000000004,368743.73739452066
2022,3,5,12,957.88,421.01,34.3,1.37,352.9,57.42681525,383001.1835796224
2022,3,5,13,914.03,401.85,34.92,1.95,347.9,56.6567759375,367067.9419555055
2022,3,5,14,778.55,341.97,34.99,2.34,353.4,53.315120625,318573.7831399379
2022,3,5,15,593.83,260.48,34.48,2.63,358.7,48.349641937499996,249690.86514880735
2022,3,5,16,377.35,163.92,33.41,2.86,1.6,42.169236874999996,163967.49472898085
2022,3,5,17,142.2,59.55,29.94,2.25,359.5,33.29503125,64657.63784021849
2022,3,5,18,0.0,0.0,26.05,2.83,357.6,26.05,0.0
2022,3,5,19,0.0,0.0,24.83,3.04,357.9,24.83,0.0
2022,3,5,20,0.0,0.0,23.92,3.12,357.2,23.92,0.0
2022,3,5,21,0.0,0.0,23.24,3.14,357.3,23.24,0.0
2022,3,5,22,0.0,0.0,22.51,3.13,358.7,22.51,0.0
2022,3,5,23,0.0,0.0,21.76,3.08,1.1,21.76,0.0
2022,3,6,0,0.0,0.0,21.12,2.96,5.2,21.12,0.0
2022,3,6,1,0.0,0.0,20.69,2.8,8.4,20.69,0.0
2022,3,6,2,0.0,0.0,20.34,2.52,12.8,20.34,0.0
2022,3,6,3,0.0,0.0,19.92,2.16,23.5,19.92,0.0
2022,3,6,4,0.0,0.0,19.67,1.8,37.8,19.67,0.0
2022,3,6,5,0.0,0.0,19.54,1.31,56.2,19.54,0.0
2022,3,6,6,7.85,3.1,19.42,0.84,89.3,19.61212875,3813.505247898885
2022,3,6,7,144.02,61.93,21.21,0.65,157.4,24.751991875,68281.85973858456
2022,3,6,8,370.52,161.52,23.99,0.96,218.7,33.030688,168696.2461119108
2022,3,6,9,610.38,266.9,29.01,2.04,246.9,43.4912655,263390.33153267665
2022,3,6,10,793.17,347.65,32.42,3.23,241.1,50.64803806250001,329364.62263220066
2022,3,6,11,844.92,372.22,33.92,3.87,243.6,52.99934975,346338.08003875613
2022,3,6,12,874.58,383.04,34.83,4.32,247.8,54.333134,355844.39911856106
2022,3,6,13,843.5,368.6,35.09,4.51,251.8,53.799884375000005,344221.1405768809
2022,3,6,14,633.75,277.21,34.67,4.32,256.9,48.802625000000006,265823.70050486247
2022,3,6,15,443.9,194.5,34.14,4.27,265.7,44.052841875,190984.48075434534
2022,3,6,16,274.67,119.88,33.21,3.97,274.2,39.3952250625,121082.52275096624
2022,3,6,17,91.28,38.72,30.03,2.46,286.5,32.171657,41737.64643661388
2022,3,6,18,0.0,0.0,27.38,2.57,302.3,27.38,0.0
2022,3,6,19,0.0,0.0,26.93,2.43,317.0,26.93,0.0
2022,3,6,20,0.0,0.0,26.36,2.4,326.4,26.36,0.0
2022,3,6,21,0.0,0.0,25.63,2.47,329.1,25.63,0.0
2022,3,6,22,0.0,0.0,24.56,2.65,327.0,24.56,0.0
2022,3,6,23,0.0,0.0,23.19,2.85,322.4,23.19,0.0
2022,3,7,0,0.0,0.0,21.79,3.07,317.1,21.79,0.0
2022,3,7,1,0.0,0.0,20.53,3.31,313.5,20.53,0.0
2022,3,7,2,0.0,0.0,19.56,3.51,314.7,19.56,0.0
2022,3,7,3,0.0,0.0,18.65,3.61,319.2,18.65,0.0
2022,3,7,4,0.0,0.0,17.71,3.55,325.0,17.71,0.0
